,playlist,name,_likelihood,_popularity,distance
6507,"Nine Local: Live in Atlanta, Dec '12","['1995' 'Miss Misery' 'Railway And Gun' ""You'll Be Back""
 'Kiss and Say Goodbye']",[402.20341331 395.44067694 387.15858311 386.45927708 379.10176397],[68.65045598 66.5737365  66.88456683 67.89909831 65.80142238],[0.17068591 0.16835328 0.17275755 0.17569535 0.17357192]
6508,Iam - L'école Du Micro D'argent,"['Petit frère' 'Back That Azz Up' 'Back That Azz Up' 'Beautiful Pain'
 'T.O.N.Y. (Top Of New York)']",[         inf 481.94202697 467.79363588 403.33105762 358.33974165],[61.93685362 62.7983146  62.97570097 62.95338742 58.5551212 ],[0.         0.13030263 0.13462283 0.15608366 0.16340672]
6509,Chicane – Far From the Maddening Crowds,"['Look At Me Fly' 'We Get By' 'Walls - Circus' 'Muckalee Creek Water'
 '愛して 愛して 愛して']",[776.25030873 648.01164977 590.85187542 568.5172069  563.2329653 ],[60.31930471 60.793674   56.74249087 50.86653575 52.62139856],[0.077706   0.09381571 0.09603505 0.08947229 0.09342741]
6510,Lindy,"['San Franciscan Nights' ""Everybody's Talking""
 'Our Love Will Still Be There' 'Spell' 'Evidence - Alternate Version']",[185.82070931 185.29744653 182.56909755 177.60008693 172.29806546],[68.5666484  69.51019854 68.32660715 65.81392638 64.54159349],[0.36899358 0.37512767 0.37425067 0.37057373 0.37459268]
6511,BUTS 1 -- 2014,"['Got To Choose' 'Night Flight - 1993 Remaster' 'I Came As a Rat'
 ""My Time Ain't Long""
 'King Harvest (Has Surely Come) - Live At The Academy Of Music, New York, 1971 / Remastered 2001']",[182.83113895 179.32799406 179.24944489 177.79636457 167.61198494],[62.2751969  62.20555374 61.91049856 61.13715042 56.63124323],[0.34061592 0.34688145 0.34538739 0.34386052 0.33787109]
6512,Joan Manuel Serrat – El Sur También Existe,"['Blue Christmas' 'Each Coming Night' 'Ujdi Mere Pyar Ki Duniya' ""K'arawi""
 'Dance No. 3']",[190.77395579 188.97879747 185.52044423 182.20203804 180.09651749],[67.01977529 66.83122536 66.35360139 65.287837   64.74689904],[0.35130464 0.35364404 0.35766194 0.3583266  0.35951222]
6513,bondax,"['Spirit In The Sky' 'Oh Yeah!' 'Last Dance' ""Lookin' Out For #1""
 'We Used to Wait']",[173.23109977 166.56937026 154.8005723  153.65150779 148.50565617],[65.63263754 63.86274595 58.76993849 58.88747323 56.83624342],[0.37887329 0.3834003  0.37964936 0.38325347 0.38272107]
6514,The Nurse Who Loved Me,"['Bateau Mouche' 'Everytime You Cry' 'The Night the Carousel Burned Down'
 'Noche De Ronda' 'New American Classic']",[510.97790039 434.56155413 371.14442129 368.97534978 366.59762316],[66.94458844 63.37315345 61.81111088 62.92391375 62.35016416],[0.13101269 0.1458324  0.16654194 0.1705369  0.17007793]
6515,Dinner Music,"[""Don't Let Me Down - 2015 Remaster"" ""Don't Let Me Down - 2015 Remaster""
 'San Franciscan Nights' 'Spell' ""Miss Judy's Farm""]",[193.74155194 193.74155194 191.91021467 180.86764358 177.47789304],[67.68945832 67.68945832 68.5666484  65.81392638 64.40495454],[0.34938018 0.34938018 0.35728504 0.36387894 0.36289001]
6516,Ladies,"['In Thee' 'Letter from America - Band Version' 'Tobacco Road'
 'Frank Sinatra' 'Frank Sinatra']",[192.40751954 192.37222911 188.69580661 183.37870903 183.37870903],[66.26481464 65.43608245 65.30326833 63.41380338 63.41380338],[0.34439826 0.34015348 0.34607695 0.34580788 0.34580788]
6517,1983 Reunion,"['My Drawers' ""I'll Be Creeping"" 'Version City - Remastered'
 'Sue Me, Sue You Blues' 'Ride Captain Ride']",[226.20662133 225.10925445 216.41193385 216.40103363 213.37077376],[63.34813128 61.35309178 58.09231112 61.13964993 57.69694201],[0.28004543 0.27254807 0.26843395 0.28252938 0.27040696]
6518,RAUL VEGA,"[""Don't Let Me Down - 2015 Remaster"" ""Don't Let Me Down - 2015 Remaster""
 'Smoothie Song' 'Spell' 'The New Soft Shoe - Remastered Version']",[195.19627918 195.19627918 188.79092806 184.17162955 183.61165135],[67.68945832 67.68945832 66.99340326 65.81392638 66.18114855],[0.34677638 0.34677638 0.35485499 0.35735106 0.3604409 ]
6519,Relient K ,"['Pacer' 'Tobacco Road' 'Harness Your Hopes - (B-side)' 'Whiskey Sunrise'
 ""It May Be Winter Outside (But In My Heart It's Spring)""]",[296.11664418 294.18420306 277.70354067 276.93852227 274.04259162],[69.78183245 65.30326833 67.12038708 67.52135824 66.80384126],[0.23565657 0.22198088 0.24169799 0.24381353 0.24377175]
6520,Hits nu 201409,"['Learning As You Go' 'Back To You' ""She's A Mover""
 'Night Flight - 1993 Remaster' 'Drive']",[177.18759177 175.57353555 168.70492126 162.11674447 159.62431495],[67.81689945 67.08041043 64.52337427 62.20555374 60.34286411],[0.38274068 0.38206447 0.3824629  0.38370838 0.37803053]
6521,Rhythms Del Mundo – Classics,"['Mi Enemigo El Amor' 'Might As Well Get Stoned' ""I'll Be Creeping""
 'Version City - Remastered' 'Ride Captain Ride']",[177.59308834 167.89446748 166.59711055 163.82098338 158.69463146],[65.50203167 59.86511263 61.35309178 58.09231112 57.69694201],[0.3688321  0.35656394 0.36827224 0.35460849 0.36357211]
6522,Nach – Poesia Difusa,"['Bob Away My Blues' 'From Eden' 'Papillon (aka Hot Butterfly)'
 'Wake Me Up - Acoustic' ""I Don't Feel No Ways Tired""]",[353.91263218 344.96990795 336.18126461 333.76311835 332.27303653],[70.68765968 66.67259754 67.67347673 66.27317927 64.88392458],[0.19973195 0.19327076 0.20130056 0.19856352 0.19527292]
6523,MIXY MIX OCT 13,"['With My Face On The Floor' ""I've Always Been Crazy""
 ""I've Always Been Crazy"" 'Version City - Remastered'
 'King Harvest (Has Surely Come) - Live At The Academy Of Music, New York, 1971 / Remastered 2001']",[202.31445258 191.42586126 189.68478239 185.40048443 180.44892405],[63.60797393 59.69027694 59.75407181 58.09231112 56.63124323],[0.31440153 0.31181929 0.31501774 0.31333419 0.31383531]
6524,Mónica Molina,"['Hit Or Miss' 'Me and Paul' 'Sunshine Of Your Love' 'Jackson Station'
 'Ships In The Night - 2018 Remaster']",[253.56048674 251.61139898 251.5147587  247.2828993  245.54362657],[69.32802572 68.55802754 67.84839888 68.00702677 67.10107877],[0.2734181  0.27247584 0.26975912 0.2750171  0.27327559]
6525,Days Like These. ,"[""Jumpin' Jack Flash"" 'Wildest Dreams' 'Broken'
 'Have You Ever Seen the Rain?' 'Southern Sun']",[219.21228135 208.59784536 193.00916782 192.21798224 189.71222581],[64.75105392 62.80371402 57.3878265  57.35280178 56.73195166],[0.29538059 0.30107556 0.29733213 0.29837376 0.29904215]
6526,Party musikk!!!,"[""I Think I'm In Love"" ""Don't Need No Reason"" 'I Love L.A.'
 'Version City - Remastered' ""Haven't Seen It Yet""]",[173.39193164 171.09090084 167.51635461 146.6551813  134.95017065],[67.52902667 67.69916023 65.94347545 58.09231112 53.47552938],[0.38945888 0.39569118 0.39365395 0.39611496 0.39626129]
6527,4th of July party,"[""I Think I'm In Love"" ""Don't Need No Reason"" 'Mi Enemigo El Amor'
 'Ride Captain Ride' ""Haven't Seen It Yet""]",[340.48129762 325.84415012 308.07476344 273.44541483 258.51292835],[67.52902667 67.69916023 65.50203167 57.69694201 53.47552938],[0.19833403 0.20776546 0.21261732 0.21099985 0.20685824]
6528,D.J.Funky — Funky Dance,"['Faded - ODESZA Remix' 'The Guns of Brixton - Remastered'
 'M - 2006 Remaster' 'M - 2006 Remaster' 'Electric Kingdom']",[148.12482206 141.65111747 118.33425353 118.33425353  89.62141285],[63.86990463 62.69068266 52.32302739 52.32302739 39.05248492],[0.43118975 0.44257104 0.44216299 0.44216299 0.43574949]
6529,Punky Brewster,"['Fall On Me - 2011 Remaster'
 'Out In The Street - Shel Talmy Stereo Version' 'Hungry' 'Why Not'
 'I Believe in a Thing Called Love']",[606.61331135 568.39479148 477.5634682  440.95769773 427.74412957],[70.14379393 68.76546641 70.0663996  69.97045249 64.71420159],[0.11563181 0.12098187 0.14671641 0.15867838 0.15129185]
6530,SWV - I Missed Us,"['No Trash in My Trailer' 'Falling' 'Barking at the Moon - Soundtrack'
 'No Time' 'Pancho & Lefty']",[368.90523767 366.33716226 357.56810859 354.79014631 325.79983328],[67.39900487 65.04536632 67.55565915 64.96908883 62.48886289],[0.18270005 0.17755601 0.18893088 0.18311977 0.1918014 ]
6531,The Foreign Exchange,['Tobacco Road' 'I Understand' 'Falling' 'No Time' 'So Fine'],[201.01928539 199.4074215  198.12092876 197.34170408 197.03954939],[65.30326833 65.69055733 65.04536632 64.96908883 63.24782302],[0.32486071 0.32942885 0.32831143 0.32922128 0.3209905 ]
6532,The Smashing Pumpkins – Pisces Iscariot (2012 - Remaster),"['Goodbye Yellow Brick Road - Remastered 2014'
 'Goodbye Yellow Brick Road - Remastered 2014'
 'Goodbye Yellow Brick Road - Remastered 2014' 'A Child in These Hills'
 'The Only Child']",[208.89000614 208.89000614 208.89000614 207.55218883 203.53549655],[67.39250138 67.39250138 67.39250138 66.86691796 65.1094373 ],[0.32262195 0.32262195 0.32262195 0.32216918 0.3198923 ]
6533,a tester,"['Harvest for the World, Pt. 1 - Single Version'
 'Christmas Must Be Tonight - Recorded at Spotify Studios NYC'
 'What If We Give It Away?' ""I Think I'm In Love"" 'Spanish Guitar']",[252.17137123 244.75507991 243.20335612 241.64151716 230.4811901 ],[66.85265795 65.75774422 67.5109771  67.52902667 64.11161251],[0.26510804 0.26866754 0.27759065 0.27945954 0.27816419]
6534,List Salsa :(,"['I Love L.A.' 'Drivin’ Around Song (feat. Jason Aldean)'
 'Have You Ever Seen the Rain?' 'Broken' 'American Dream']",[212.93489959 194.44115327 185.82150238 185.73079099 183.64631128],[65.94347545 59.74784165 57.35280178 57.3878265  56.76448483],[0.30968843 0.30727982 0.30864459 0.30898391 0.30909679]
6535,90s Punk/Ska Alphabetized,"[""Don't Need No Reason"" ""I Think I'm In Love"" ""I'll Be Creeping""
 'Ride Captain Ride' ""Haven't Seen It Yet""]",[307.77180042 307.63993818 282.09251933 276.4090758  241.34866536],[67.69916023 67.52902667 61.35309178 57.69694201 53.47552938],[0.21996544 0.2195067  0.2174928  0.20873751 0.22156961]
6536,Richard Marx – Richard Marx,"[""Gideon's Bible"" '¡Que Vida!' '¡Que Vida!' 'Pink Champagne'
 'High Flying Bird']",[238.1958999  233.83432691 233.83432691 233.00237618 231.49770934],[66.89372704 66.29735083 66.29735083 65.54860823 65.54341668],[0.28083492 0.28352275 0.28352275 0.28132163 0.28312771]
6537,Libs,"[""Ain't Worth the Whiskey"" ""Hangin' On"" 'Free to Be Me'
 'Waiting for an Alibi' 'Unstoppable']",[251.20852323 250.64261545 237.28589416 223.37786703 196.63699911],[69.62217637 69.26881514 66.4987398  62.64237527 54.41340706],[0.27714894 0.27636488 0.28024734 0.28043233 0.27672008]
6538,Canciones que me hacen querer romper algo,"[""You're My Best Friend"" 'I Came As a Rat' 'Changeling'
 'I Could Have Been a Dreamer'
 'King Harvest (Has Surely Come) - Live At The Academy Of Music, New York, 1971 / Remastered 2001']",[160.20232862 158.45431192 150.22813643 147.93141    145.59465951],[65.43612454 61.91049856 60.45846534 60.16121545 56.63124323],[0.40845926 0.39071514 0.40244435 0.40668317 0.38896511]
6539,John Vanderslice – Romanian Names,"['Hooch' 'Open Up The Gate' 'Reflections'
 'How Still My Love - 2016 Remaster' 'The Loner - 2017 Remaster']",[140.27366813 136.38588163 134.47668099 133.78082729 130.22530571],[69.17355943 65.39016059 65.93564252 64.81159267 64.17521768],[0.49313289 0.47944963 0.49031283 0.48446099 0.49280144]
6540,Handel,"['The Girl From Ipanema' 'Spring Is Here'
 'This Could Be The Start Of Something Big' 'Who Cares?' 'A Foggy Day']",[435.66844732 423.52698191 359.46979026 333.75391121 305.79749764],[53.07475577 55.15972345 57.68968118 47.4356496  52.60734421],[0.12182373 0.13023898 0.16048548 0.14212762 0.17203327]
6541,Grouper – Ruins,"['Rock Island Line' 'Newborn Awakening' ""She's Got Medals""
 'Taking It In - Remastered' 'Mr. Clean']",[554.72492397 544.61829196 464.52736305 419.65390958 419.60390041],[69.88929266 69.98394848 69.56194114 67.86941257 66.76275612],[0.1259891  0.12850091 0.14974778 0.16172711 0.159109  ]
6542,Ha ash,"['Crowded Table' 'Descuide' 'No Trash in My Trailer' 'In Thee'
 'God Whispered Your Name']",[796.29048903 704.47405509 700.9435599  667.01183825 624.79950895],[68.02454841 67.40112094 67.39900487 66.26481464 66.2563464 ],[0.0854268  0.0956758  0.09615468 0.09934578 0.10604417]
6543,Mozart Festival Orchestra – Mozart: The Great Piano Concertos,"['Concerto No. 20 in D Minor for Piano and Orchestra, K. 466: II. Romance'
 'Piano Concerto No. 20 in D Minor, K.466: II. Romance'
 'Martha: Overture - 1929 Recording'
 'Piano Concerto No. 20 in D Minor, K. 466: II. Romance'
 'Piano Concerto No. 1 in C Major, Op. 15: II. Largo']",[         inf 664.70195705 399.50085306 365.58207075 280.10725242],[26.16 30.52 31.18 28.92 25.8 ],[0.         0.04591532 0.07804739 0.07910672 0.09210758]
6544,Saint Etienne – Words And Music By Saint Etienne,"['Tobacco Road' 'Fanny (Be Tender With My Love)' 'Would That I'
 ""Arthur's Theme (Best That You Can Do)"" 'South']",[190.79068995 181.82513451 178.08189129 177.99201722 174.82388839],[65.30326833 66.46978775 64.21160215 64.67964342 62.68492909],[0.34227702 0.36556985 0.36057345 0.36338508 0.35856043]
6545,Färöarna,"['""Violin Concerto in E Major, RV 269, , """"Spring"""" from """"The Four Seasons"""": I. Allegro""'
 'Bülbülleri Kıskandıracak' 'Janam Janam Gelo' 'The Universe'
 'Spokey Dokey']",[167.1150945  165.27540103 165.25030845 155.20133934 152.69983704],[70.43128735 70.11242847 68.6507018  65.77859532 64.33249068],[0.42145377 0.42421575 0.41543464 0.4238275  0.42130032]
6546,TIERRA SANTA COLECCIÓN TOTAL,"['De Quien Estas Enamorada' 'Contigo Aprendí' 'Concha Querida'
 'The Tracks Of My Tears' 'Yo Sé Que Te Acordarás']",[886.39702034 767.31022609 704.14354194 694.70972515 679.27817151],[68.98180038 68.5478594  68.28181121 65.52142734 67.2008475 ],[0.07782269 0.08933526 0.09697144 0.09431483 0.09892979]
6547,Biffy Clyro - B Sides,['May This Be Love' 'Love Is Blue' 'Hey Mama' 'Freedom Song' 'Sunset'],[185.10020121 177.44951793 175.91630436 174.76657267 168.58384271],[67.42047906 66.56758396 66.0265849  65.48681285 61.89425205],[0.36423774 0.37513533 0.37532954 0.37471017 0.36714225]
6548,"Various Artists – Revenge of the B-Boy, Episode 2 - Revised","['Sweetest Perfection - 2006 Remaster' 'So Hott'
 'Nobody Wants to Be Lonely (with Christina Aguilera)' 'The Big Beat'
 'Fly Like an Eagle']",[102.74988855 102.4050398  100.27376348  94.00993738  91.25282093],[53.96897369 54.4275236  52.19889974 49.83105707 48.35322153],[0.52524606 0.53149263 0.52056388 0.53006159 0.52988194]
6549,Waves - Robin Schulz Radio Edit,"['Waves - Robin Schulz Radio Edit' 'Casa Dega' 'I THINK'
 'Cherchez LaGhost (feat. U-God)' 'Sola']",[         inf 538.20392199 442.7166957  435.50733059 341.38857857],[64.21072929 67.25471004 65.76330846 66.91668976 50.54080841],[0.         0.12496139 0.1485449  0.15365227 0.14804481]
6550,Xgau Class 1,"[""Don't Go Near The Water - Remastered 2009"" 'San Franciscan Nights'
 'In Tall Buildings'
 '""Thinking Of Baby - From """"Johnny Staccato"""" Score / Remastered""'
 'Spell']",[268.81340426 268.64166366 265.68542519 265.03889732 254.36657294],[71.07428333 68.5666484  67.49815052 69.59373879 65.81392638],[0.26440007 0.2552346  0.25405289 0.26257934 0.25873654]
6551,Knew I liked,"['Tobacco Road' 'In Thee' 'Letter from America - Band Version'
 'Space Monkey' 'Fire And The Thud']",[242.15650482 239.67673975 235.84459833 222.83967583 218.31059871],[65.30326833 66.26481464 65.43608245 62.87847435 62.2005895 ],[0.26967381 0.27647578 0.27745423 0.28216912 0.28491786]
6552,Lovelife,"['The Good Stuff'
 'Christmas Must Be Tonight - Recorded at Spotify Studios NYC'
 'Moving Target' 'Letter from America - Band Version' 'Tobacco Road']",[211.26325616 205.05173223 204.45025841 203.65194999 203.58138374],[67.03154892 65.75774422 65.64885006 65.43608245 65.30326833],[0.3172892  0.32068856 0.32109937 0.32131331 0.3207723 ]
6553,Skate music,"['COLORS' 'Selling The Drama' 'Ten Feet Tall' 'Dare You to Move'
 'Dare You to Move']",[184.7794865  170.98636194 157.80560669 151.49541175 147.50058927],[64.39322092 60.96949915 55.84344072 53.73244719 52.48705325],[0.34848685 0.35657522 0.35387488 0.35468036 0.35584301]
6554,Cantantes Españoles,"['Stage Fright - Remastered 2000' 'Perfect Combination'
 ""Didn't I (Blow Your Mind This Time)"" 'High Flying Bird' 'Lost In Love']",[273.4762377  268.86992761 267.60711609 260.86507352 260.42706497],[68.28435427 66.20870178 67.29174039 65.54341668 65.05631284],[0.24969027 0.24624807 0.25145722 0.25125409 0.24980627]
6555,Live At Carnegie Hall,"[""It May Be Winter Outside (But In My Heart It's Spring)""
 'Paranoia in B Major' 'Tobacco Road' 'No Time' 'All Your Life']",[185.74754581 184.45386019 181.62657951 179.79928503 170.62332356],[66.80384126 67.74978296 65.30326833 64.96908883 62.82479228],[0.35964858 0.36729935 0.35954687 0.36134231 0.36820753]
6556,Empire Of The Sun – Walking On A Dream,['Tobacco Road' 'Space Monkey' 'South' 'Fire And The Thud' 'Drive'],[233.09090892 230.34157546 228.01145746 227.9518009  216.69100333],[65.30326833 62.87847435 62.68492909 62.2005895  60.34286411],[0.28016223 0.27297927 0.27492008 0.27286729 0.27847425]
6557,POPSEATTLE on SOUNDROP,"['Harness Your Hopes - (B-side)' 'Train Man' 'Mind' 'Frank Sinatra'
 'Frank Sinatra']",[156.99102925 151.99926094 144.95769249 143.37684922 143.37684922],[67.12038708 65.94833161 64.13878925 63.41380338 63.41380338],[0.42754282 0.43387271 0.44246558 0.44228761 0.44228761]
6558,New rules,"['Whiskey Sunrise' 'No Trash in My Trailer'
 ""It May Be Winter Outside (But In My Heart It's Spring)"" 'No Time'
 'Falling']",[138.24994927 138.06360625 137.15581208 133.67692631 133.67458002],[67.52135824 67.39900487 66.80384126 64.96908883 65.04536632],[0.4884006  0.48817358 0.48706533 0.48601573 0.48659488]
6559,De Mooiste Smartlappen Aller Tijden,"['Rocky' ""I've Come To Expect It From You"" 'Stagger Lee'
 'All You Get From Love Is A Love Song' 'Kick It In Second Wind']",[         inf 707.59390541 680.95401337 597.18551991 486.13836214],[61.50404701 64.28578115 65.3140343  60.09102171 50.51821015],[0.         0.09085124 0.09591548 0.10062371 0.10391735]
6560,4/9/15 retro,"['Good Times Roll' 'Spirit In The Sky' 'Cómo Decirte'
 ""I've Always Been Crazy"" ""I've Always Been Crazy""]",[201.70713985 198.63830619 194.91125227 182.56210303 182.34375659],[66.75540622 65.63263754 63.7708138  59.69027694 59.75407181],[0.33095212 0.33041279 0.32717872 0.32695875 0.32770012]
6561,Electro House 02,"['Shut Up Kiss Me' 'Comeback Story' '6 Inch (feat. The Weeknd)'
 'Wasted & Ready' 'Blown']",[495.4825107  440.78564537 440.52252772 426.30711016 409.76449473],[66.60821182 60.94289674 58.15761356 58.88209146 54.90380151],[0.134431   0.13825971 0.13201961 0.1381213  0.13398867]
